Model,Admiration,Adoration,Aesthetic Appreciation,Amusement,Anger,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Confusion,Contemplation,Contempt,Contentment,Craving,Desire,Determination,Disappointment,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic Pain,Entrancement,Envy,Excitement,Fear,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Satisfaction,Shame,Surprise (negative),Surprise (positive),Sympathy,Tiredness,Triumph
deepgram_excitement_voice3,0.07124112581368536,0.04964338173158467,0.026958399917930365,0.05026084836572409,0.09734432585537434,0.0992752865422517,0.12138350587338209,0.045147095108404756,0.020421333494596183,0.019141093362122774,0.05339523416478187,0.0729676604969427,0.059303092770278454,0.058379273395985365,0.03373729926533997,0.005237908975686878,0.013406114769168198,0.11027490522246808,0.24059960525482893,0.05920253577642143,0.18020891910418868,0.09261905867606401,0.02867384161800146,0.039026914397254586,0.032845076406374574,0.036136947805061936,0.022255833260715008,0.05198384542018175,0.03086722851730883,0.019071466464083642,0.04215140291489661,0.060442292131483555,0.04909962462261319,0.024755723716225475,0.021213301748503,0.023768086452037096,0.018848576699383557,0.257759315893054,0.043292129412293434,0.017263495130464435,0.08602322940714657,0.05006741941906512,0.015721902484074235,0.37588168727234006,0.21171373594552279,0.031188502674922347,0.03104531264398247,0.01961932418635115
deepgram_excitement_voice4,0.045202601701021194,0.026783190667629242,0.022402373142540455,0.08956541741887729,0.055451516062021255,0.16144331730902195,0.0614381538083156,0.07622307663162549,0.009586863219738007,0.03039858133221666,0.07682082429528236,0.08074792039891084,0.10665474521617095,0.04752954747527838,0.04157794204850992,0.00551971048116684,0.0076678596281756954,0.13869393865267435,0.20470145593086878,0.03143743332475424,0.20314973903199038,0.11167129874229431,0.01383192619929711,0.06541368489464124,0.052167147397994995,0.013908746341864267,0.017456496755282085,0.0736954299112161,0.03500205713013808,0.031979766208678484,0.019236294863124687,0.09703121458490689,0.04251222498714924,0.016227931560327608,0.030999793360630672,0.043515724750856556,0.02833300766845544,0.2822647939125697,0.037617857257525124,0.013006736524403095,0.07712412842859824,0.04674185502032439,0.029224747326225042,0.2904369408885638,0.20418853933612505,0.04380142533530792,0.02194564153129856,0.019289727322757244
dupdub_excited,0.07772467068086068,0.08072086330503225,0.02401186836262544,0.13715952386458716,0.1325384130080541,0.1375324328740438,0.1790872241059939,0.05237828226139148,0.002986189133177201,0.000698103957499067,0.006130200422679384,0.07204845733940601,0.0072233605509003,0.02551085005203883,0.02866329997777939,0.008076224476099014,0.005377463685969512,0.08244676391283672,0.17430736062427363,0.023016594505558412,0.24978365500768027,0.04528876471643647,0.22986736396948496,0.06561217767496903,0.01806631963700056,0.019820989730457466,0.01999145094305277,0.6266873280207316,0.024282973259687424,0.0235726247386386,0.020876692607998848,0.09004109042386214,0.19230631118019423,0.038352800998836756,0.010596953565254807,0.03154659147063891,0.0512220182766517,0.32888222734133404,0.04050341248512268,0.016790574106077354,0.027913459111005068,0.080070611089468,0.019453440870468814,0.31391305352250737,0.5221150467793146,0.007361313017706077,0.009487784196001789,0.12242660112679005
dupdub1_excited,0.052444437673936285,0.06356554850935936,0.019099903758615255,0.06266452744603157,0.14915123333533606,0.19353688259919485,0.12311297406752904,0.04594023680935303,0.004173733012673135,0.001393604577363779,0.007417417868661384,0.08179643812278907,0.011332460523893436,0.04420743122075995,0.01803691390280922,0.014810807052223632,0.005567861798529823,0.042437855154275894,0.33469997594753903,0.08449737975994746,0.42175790170828503,0.04238732469578584,0.05586527846753597,0.08477558568120003,0.063301765670379,0.015635935744891565,0.03177800650397936,0.20755323767662048,0.05281773706277212,0.04497407842427492,0.04444971897949775,0.03248224842051665,0.06682097197820742,0.04871976476473113,0.022461720237818856,0.09085392858833075,0.019532947956273954,0.3378402267893155,0.022513117641210556,0.02235482322673003,0.12554297782480717,0.03631020709872246,0.035683666821569204,0.37665723140041035,0.3089340602358182,0.026702587803204853,0.024098138324916363,0.03526825395723184
elevenlabs_excitement_voice1,0.07971907686442137,0.06014989549294114,0.025981663493439555,0.07359785214066505,0.0920006797532551,0.12430682987906039,0.21290056500583887,0.040862070163711905,0.0054028134036343545,0.0024651801795698702,0.024961814866401255,0.07138287802808918,0.015747693309094757,0.029391498668701388,0.04790163040161133,0.008832842577248812,0.005315419373800978,0.07827622117474675,0.20434922160347924,0.032097914612677414,0.24186976725468412,0.054946697113336995,0.08249083301052451,0.07384070308762603,0.02886033704635338,0.018292437540367246,0.023104542633518577,0.44076504558324814,0.0361830776091665,0.037351073158788495,0.017521562287583947,0.11278301943093538,0.15943366615101695,0.020607591839507222,0.01447532163001597,0.03957762086429284,0.03338051354512572,0.22695547807961702,0.05094135645776987,0.013740145019255579,0.04721068899380043,0.07289836695417762,0.021272334022796713,0.25086503074271604,0.43420495092868805,0.017880889670777833,0.022703289258060977,0.04116393672302365
elevenlabs_excitement_voice2,0.0482969107106328,0.02715464246769746,0.019181467903157074,0.08898331721623738,0.070868369191885,0.19480451693137488,0.09454219229519367,0.05487501621246338,0.007887491102640828,0.0033812602826704583,0.03683356412996849,0.045008691027760506,0.026749501936137676,0.02064958307892084,0.03372887677202622,0.010545110873257121,0.006938485118250052,0.11534086242318153,0.24337385222315788,0.019774154604723055,0.2749572644631068,0.045720413948098816,0.03574287270506223,0.09734133755167325,0.03281712097426256,0.01271895132958889,0.011726868649323782,0.26990731060504913,0.045743122696876526,0.053138261971374355,0.019538840899864834,0.0865437351167202,0.044962406158447266,0.01811547965432207,0.03145148636152347,0.08197718175748984,0.023282865062355995,0.18134364734093347,0.044981966416041054,0.012101406386742989,0.10780834406614304,0.04378826233247916,0.035909398924559355,0.24209641634176174,0.2504589259624481,0.015313176748653253,0.0425531684110562,0.025767465432484944
elevenlabs_excitement_voice3,0.05077771097421646,0.03726463671773672,0.021381692960858345,0.182427316904068,0.10133465006947517,0.17281213402748108,0.15036291256546974,0.072599689476192,0.0031919494504109025,0.0021088995854370296,0.024064091965556145,0.0796585544012487,0.013133092783391476,0.02151831006631255,0.03777958173304796,0.007696296786889434,0.006406641798093915,0.15535759180784225,0.23586009442806244,0.0159111930988729,0.21310102939605713,0.06336960289627314,0.05389232933521271,0.08020003139972687,0.02510233735665679,0.009613456204533577,0.03261526953428984,0.4692820981144905,0.04132901318371296,0.019743595272302628,0.019072748720645905,0.13901595957577229,0.0977073423564434,0.0193012822419405,0.04418923053890467,0.0476263880264014,0.0474434532225132,0.1922191083431244,0.03377453237771988,0.01128452643752098,0.042388021014630795,0.06863532401621342,0.019902439787983894,0.3666527811437845,0.505377933382988,0.012740776175633073,0.012534563662484288,0.05438906140625477
elevenlabs_excitement_voice4,0.0329501461237669,0.03451075373838345,0.01723547000437975,0.17057056352496147,0.09904705981413524,0.16809901595115662,0.1231078381339709,0.05136953325321277,0.004482618688295285,0.0018177171587012708,0.017794074025005102,0.035555271742244564,0.012625049023578564,0.02348381405075391,0.01940222457051277,0.004819063314547141,0.006818176091959079,0.06892432769139607,0.2303232637544473,0.027645744383335114,0.24474049607912698,0.03181345434859395,0.08673697213331859,0.0621664064625899,0.041778040739397206,0.013932110120852789,0.016292090217272442,0.45782239735126495,0.05054057762026787,0.025623237403730553,0.023537977288166683,0.0675320519755284,0.11050264661510785,0.014426367357373238,0.018992375892897446,0.06227347441017628,0.02089217957109213,0.2357532406846682,0.04590673868854841,0.008898238961895307,0.07616503350436687,0.0473931593199571,0.028886301908642054,0.29013809251288575,0.42316777383287746,0.018616631161421537,0.025223117942611378,0.04093830970426401
google_gemini_excitement_voice1,0.05480501614511013,0.07200531847774982,0.01406748779118061,0.2985861301422119,0.06918668374419212,0.13281551375985146,0.16750947758555412,0.04538831394165754,0.001448330469429493,0.0016792710521258414,0.008913422643672675,0.06507363729178905,0.00631484150653705,0.014201133511960506,0.029354832135140896,0.004440939635969698,0.008469589054584503,0.04169425740838051,0.20227079093456268,0.027280266862362623,0.19461560994386673,0.029482697136700153,0.047241076827049255,0.07806399278342724,0.04874151013791561,0.01228827890008688,0.02928250003606081,0.3645562082529068,0.035719250328838825,0.025479216128587723,0.02406373992562294,0.10167836025357246,0.10930154472589493,0.05015720333904028,0.02738655381835997,0.045110571663826704,0.03004264272749424,0.35584207624197006,0.05702322907745838,0.02685946226119995,0.060410495032556355,0.07795727998018265,0.012646512128412724,0.41563319228589535,0.5790561884641647,0.027277364628389478,0.01995845348574221,0.03937768004834652
google_gemini_excitement_voice2,0.04281071666628122,0.048393614590168,0.010157762560993433,0.10941713862121105,0.10998503863811493,0.20401812344789505,0.27250104397535324,0.023014290258288383,0.001089568017050624,0.000486843942780979,0.002771570929326117,0.060650656931102276,0.0039026610320433974,0.01258435845375061,0.02571058366447687,0.006348749157041311,0.005828109220601618,0.048185836523771286,0.1984788030385971,0.025189300999045372,0.308004230260849,0.0365655105561018,0.06165364570915699,0.07708809338510036,0.030459683388471603,0.010461819358170033,0.026283075101673603,0.44407640397548676,0.03679145500063896,0.026456473395228386,0.030465650372207165,0.07974874507635832,0.09507792815566063,0.03918823134154081,0.01152225793339312,0.04427938349545002,0.03863934567198157,0.36668024584650993,0.0325781861320138,0.014507738407701254,0.04382772510871291,0.057436371222138405,0.014423553366214037,0.38841830007731915,0.6145579516887665,0.014137661550194025,0.008741532103158534,0.03732866980135441
google_gemini_excitement_voice3,0.06011979281902313,0.07526590923468272,0.021349505831797917,0.09300448000431061,0.03161703422665596,0.1447896659374237,0.17497005065282187,0.031480626513560615,0.0029320629158367715,0.0027662940168132386,0.016051259047041338,0.06342116246620814,0.01805357278014223,0.009111799610157808,0.03810396154100696,0.016573842770109575,0.006779100668306152,0.04841225780546665,0.1625076507528623,0.018956244612733524,0.22861688335736594,0.06878334594269593,0.048028901840249695,0.05684582951168219,0.06722976764043172,0.017464028360943,0.018589545662204426,0.23226756850878397,0.03779426527520021,0.03972406002382437,0.023650179306666057,0.08347677687803905,0.08286418827871482,0.0478375805541873,0.023439101797218125,0.044800590723752975,0.024977517624696095,0.2612428143620491,0.041780199855566025,0.02245886903256178,0.07488294752935569,0.05317573497692744,0.02189487436165412,0.290829894443353,0.37230780969063443,0.050408873707056046,0.023670853426059086,0.022212620824575424
google_gemini_excitement_voice4,0.04679607320576906,0.06414016708731651,0.01426574308425188,0.17744284495711327,0.10383096802979708,0.17195091396570206,0.17073843255639076,0.030152278020977974,0.0012809536419808865,0.0009175619343295693,0.004458881332539022,0.04932370502501726,0.004066395573318005,0.015153984073549509,0.030247081071138382,0.006118096178397536,0.005519669270142913,0.06108349189162254,0.17636941373348236,0.03826351976022124,0.21070818603038788,0.033290383871644735,0.0726360734552145,0.0735405795276165,0.046207427978515625,0.011148662306368351,0.021701116114854813,0.4196355938911438,0.039090659469366074,0.02884636167436838,0.03591288113966584,0.07944529037922621,0.1682717129588127,0.045201556757092476,0.014599138172343373,0.042766744270920753,0.04027883615344763,0.2337617129087448,0.06277408264577389,0.020105423405766487,0.0546724833548069,0.09166215360164642,0.015462527051568031,0.3430676683783531,0.5352290123701096,0.025796263944357634,0.008334949146956205,0.03540279529988766
hume_excitement_voice1,0.09387013874948025,0.05079270526766777,0.01752125797793269,0.08980732783675194,0.017328262329101562,0.0377826769836247,0.051754046231508255,0.03353927284479141,0.011775749269872904,0.02403252851217985,0.07251143082976341,0.025045116199180484,0.036361632868647575,0.018458737060427666,0.08048728853464127,0.0029561615083366632,0.007225056411698461,0.08813617378473282,0.14124027639627457,0.01384960557334125,0.05009580496698618,0.07317079929634929,0.01068930234760046,0.07533347280696034,0.015531797427684069,0.008264618460088968,0.03193928278051317,0.059820953756570816,0.010925038368441164,0.013094852096401155,0.004490012885071337,0.041215527802705765,0.05558275990188122,0.030581052182242274,0.032713876105844975,0.010406325571238995,0.051255399361252785,0.27288491278886795,0.06376410834491253,0.020264919381588697,0.030056902207434177,0.11849615350365639,0.009739844594150782,0.15089111775159836,0.1893414631485939,0.016726083355024457,0.013996054185554385,0.024690872989594936
hume_excitement_voice2,0.0647836597636342,0.03076828084886074,0.012931035831570625,0.1236642561852932,0.07776963710784912,0.11904301401227713,0.07177924551069736,0.05616497527807951,0.0028806510381400585,0.003342828480526805,0.024605238810181618,0.07446829415857792,0.026419745292514563,0.023377675563097,0.04937536641955376,0.006122056860476732,0.006754294969141483,0.1325751133263111,0.2016335465013981,0.02340740617364645,0.15045809745788574,0.08914501313120127,0.02590753836557269,0.09570363396778703,0.020853633992373943,0.006681303959339857,0.018408214673399925,0.18584704399108887,0.02375005348585546,0.017850319389253855,0.012385768350213766,0.06478464044630527,0.06243147607892752,0.02163746440783143,0.024783790577203035,0.014593943953514099,0.07545396871864796,0.30389244854450226,0.05944113805890083,0.012547971680760384,0.022908990271389484,0.1239190325140953,0.017793082864955068,0.20574341341853142,0.31916292011737823,0.01774563523940742,0.009775431826710701,0.053656892850995064
hume_excitement_voice3,0.060350640676915646,0.037129451520740986,0.012546155601739883,0.10378525219857693,0.23023643344640732,0.18305184692144394,0.10416361317038536,0.04187287110835314,0.001789479167200625,0.001421380671672523,0.017041219398379326,0.08313486445695162,0.007597247022204101,0.04118211753666401,0.02541161421686411,0.00418169260956347,0.004783471231348813,0.13075124099850655,0.29680030792951584,0.043307037092745304,0.33268211781978607,0.04967772634699941,0.02949771098792553,0.08831479027867317,0.03180392645299435,0.00894924346357584,0.04002998862415552,0.23246228694915771,0.04162314720451832,0.020635674707591534,0.03809602605178952,0.049349840730428696,0.058002143166959286,0.022320711286738515,0.0180175993591547,0.032847392372787,0.061058047227561474,0.3726765587925911,0.03478119149804115,0.012247446924448013,0.044392160372808576,0.07941046729683876,0.018433503340929747,0.4491586033254862,0.44909846037626266,0.021076990058645606,0.006113173789344728,0.04653281159698963
hume_excitement_voice4,0.042730161687359214,0.024337125476449728,0.0102577512152493,0.13044093921780586,0.37280067801475525,0.11506836861371994,0.0870306771248579,0.03967144060879946,0.0013302397856023163,0.0011649522639345378,0.0165590881370008,0.07136354688555002,0.005983033683151007,0.08087322860956192,0.019308235496282578,0.00416516768746078,0.009330751257948577,0.20479615405201912,0.3266841024160385,0.08503525145351887,0.30324587225914,0.03516182512976229,0.03412360418587923,0.07988585531711578,0.038247399032115936,0.008080487605184317,0.05301378760486841,0.2596147507429123,0.028689812403172255,0.016323421150445938,0.029701658058911562,0.03901648707687855,0.04613846447318792,0.018623260781168938,0.007301629986613989,0.02327930647879839,0.06224580481648445,0.3582373559474945,0.025792918633669615,0.010670316871255636,0.0354839451611042,0.05715824104845524,0.022412702441215515,0.3733261413872242,0.3981296494603157,0.022688556695356965,0.006787881720811129,0.06781768053770065
hume_excitement_voice5,0.0617528697475791,0.02769041247665882,0.011568761896342039,0.19320625811815262,0.12236619740724564,0.08158148592337966,0.07382158003747463,0.060221594758331776,0.002564612776041031,0.0032441234216094017,0.022086973767727613,0.07207097788341343,0.010913282167166471,0.05196511931717396,0.04504917375743389,0.0020704197231680155,0.005660705966874957,0.1590421348810196,0.23303208127617836,0.046123186592012644,0.15476390346884727,0.07461259909905493,0.03832170320674777,0.09471842320635915,0.01414218032732606,0.006115974159911275,0.029402604792267084,0.22214169055223465,0.02317631000187248,0.01218460057862103,0.017470610880991444,0.0317787304520607,0.11592055577784777,0.020565948681905866,0.013821744360029697,0.015312612988054752,0.12329073436558247,0.40046294033527374,0.030390401370823383,0.010006764903664589,0.012897933833301067,0.11274601705372334,0.01607518084347248,0.39757284009829164,0.3940942585468292,0.00932277855463326,0.007658363552764058,0.10077523440122604
hume_excitement_voice6,0.06795444712042809,0.03316029626876116,0.017360784579068422,0.14643073081970215,0.07869000919163227,0.1442526187747717,0.14380833879113197,0.053968971595168114,0.0020422127563506365,0.0042401819955557585,0.018695473205298185,0.08386152051389217,0.019727804698050022,0.020318733528256416,0.05970967561006546,0.007705508032813668,0.009403868578374386,0.18079331889748573,0.20393503457307816,0.019712618552148342,0.22772053256630898,0.08912163483910263,0.03607801906764507,0.09883487317711115,0.023323687259107828,0.009903612546622753,0.027039170265197754,0.29880357533693314,0.03282847302034497,0.02149099111557007,0.02099415089469403,0.06905519030988216,0.09496640041470528,0.025842153001576662,0.019587522838264704,0.015828503761440516,0.0537414625287056,0.39969854056835175,0.060199517756700516,0.01648158486932516,0.035502091981470585,0.12386668473482132,0.020986652933061123,0.38097249530255795,0.6326922327280045,0.02253072103485465,0.00612520519644022,0.08416022174060345
lmnt_excitement_voice1,0.02789705153554678,0.021453851833939552,0.013230618555098772,0.11667372100055218,0.06358516588807106,0.13219008967280388,0.07125634141266346,0.0820238059386611,0.008943144232034683,0.013246515765786171,0.04128647968173027,0.08487788587808609,0.04411699250340462,0.03836366627365351,0.05398868303745985,0.0043509508250281215,0.008955813944339752,0.09571129456162453,0.2628244571387768,0.03953227028250694,0.1459651105105877,0.095078413374722,0.011032146867364645,0.10000901482999325,0.045104481279850006,0.008727979846298695,0.02198066469281912,0.09034643694758415,0.026348804589360952,0.025065098889172077,0.0184416847769171,0.04419021960347891,0.035404021851718426,0.013441307004541159,0.044335028156638145,0.03576204553246498,0.036890579387545586,0.3978860192000866,0.06992809474468231,0.01305739814415574,0.05285519827157259,0.07297106087207794,0.02621030155569315,0.3586414158344269,0.262653348967433,0.022977179381996393,0.0272673643194139,0.023957635276019573
lmnt_excitement_voice2,0.037452582269907,0.02252091094851494,0.011087848339229822,0.07124037854373455,0.045642312383279204,0.0975826047360897,0.04007843788713217,0.07862072624266148,0.02916819415986538,0.03721512854099274,0.08099635317921638,0.07378320186398923,0.05674471706151962,0.034100544173270464,0.056861563585698605,0.00432260986417532,0.00871975114569068,0.10670679248869419,0.27674851939082146,0.031784257385879755,0.10607848316431046,0.13678376004099846,0.005347350146621466,0.10294757410883904,0.03162350691854954,0.0059071797877550125,0.023694981820881367,0.044543405529111624,0.02693072333931923,0.015191401820629835,0.01660096360137686,0.03724879864603281,0.020047827623784542,0.014546851627528667,0.04818068025633693,0.02165753673762083,0.028859788551926613,0.31439073011279106,0.03442372381687164,0.015035907737910748,0.048612152226269245,0.07242815010249615,0.023386845365166664,0.3229138618335128,0.17234641686081886,0.019065522123128176,0.028820526786148548,0.013130245264619589
